Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Main Purpose","Outputs and Type","Power - Output","Voltage - Output","Current - Output","Voltage - Input","Regulator Topology","Frequency - Switching","Board Type","Supplied Contents","Utilized IC / Part"
http://www.linear.com/docs/36492,-,DC397A-ND,DC397A,Linear Technology/Analog Devices,BD DEMO LT1930AES5/ LT1931AES5,3,35,"101.59000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.linear.com/docs/36996,-,DC627A-B-ND,DC627A-B,Linear Technology/Analog Devices,BOARD DEMO FOR LT3461AES6,3,139,"101.59000","0","1","*","Active","DC/DC, Step Up","1, Non-Isolated","-","12V","70mA","3 ~ 6V","Boost","3MHz","Fully Populated","Board(s)","LT3461A"
http://www.linear.com/docs/37149,-,DC692A-ND,DC692A,Linear Technology/Analog Devices,BOARD DEMO FOR LTC3426ES6,3,260,"101.59000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","800mA","1.8V ~ 4.2V","Boost","1.2MHz","Fully Populated","Board(s)","LTC3426ES6"
http://www.linear.com/docs/37176,-,DC703A-ND,DC703A,Linear Technology/Analog Devices,BOARD DEMO FOR LTC3459ES6,3,133,"101.59000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.linear.com/docs/35447,-,DC1154A-ND,DC1154A,Linear Technology/Analog Devices,BOARD DEMO FOR LTC3873ETS8,2,136,"101.59000","0","1","-","Active","DC/DC, Step Down","1, Isolated","-","3.3V","3A","36V ~ 72V","Buck","200kHz","Fully Populated","Board(s)","LTC3873"
http://www.linear.com/docs/35971,-,DC1387A-A-ND,DC1387A-A,Linear Technology/Analog Devices,BOARD DEMO FOR LT8410EDC,2,75,"101.59000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","16V","1.6mA","3V ~ 10V","Boost","-","Fully Populated","Board(s)","LT8410"
http://www.linear.com/docs/38094,-,DC1447A-ND,DC1447A,Linear Technology/Analog Devices,BOARD DEMO FOR LT3082EDD,2,36,"101.59000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.2V ~ 5V","200mA","2.8V ~ 35V","Buck","-","Fully Populated","Board(s)","LT3082"
http://www.linear.com/docs/36964,-,DC612A-ND,DC612A,Linear Technology/Analog Devices,BOARD DEMO FOR LT3464ETS8,2,405,"101.59000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","20V","6mA","2.3 ~ 10V","Boost","-","Fully Populated","Board(s)","LT3464"
http://www.linear.com/docs/37415,-,DC801A-ND,DC801A,Linear Technology/Analog Devices,BOARD DEMO FOR LT3483ES6,2,77,"101.59000","0","1","-","Active","DC/DC, Step Up","2, Non-Isolated","-","-8V, -15V","40mA, 30mA","2.7V ~ 12V","Inverting","-","Fully Populated","Board(s)","LT3483"
http://www.ti.com/lit/pdf/slvua85,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS65261EVM-650.jpg,296-49348-ND,TPS65261EVM-650,Texas Instruments,EVAL MODULE FOR TPS65261,6,5,"102.80000","0","1","-","Active","DC/DC, Step Down","3, Non-Isolated","-","1.2V, 1.8V, 3.3V","3A, 2A, 2A","4.5V ~ 18V","Buck","600kHz","Fully Populated","Board(s)","TPS65261"
http://www.ti.com/lit/pdf/sluubp3,-,296-48264-ND,UCC24612-1EVM,Texas Instruments,EVAL BOARD FOR UCC24612-1,6,61,"102.80000","0","1","-","Active","AC/DC, Secondary Side","1, Non-Isolated","-","85 ~ 265VAC","5A","-","Flyback","-","Fully Populated","Board(s)","UCC24612-1"
http://www.ti.com/lit/pdf/slvu457,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS43335EVM.jpg,296-52491-ND,TPS43335EVM,Texas Instruments,EVAL MODULE FOR TPS43335,5,3,"102.80000","0","1","-","Active","DC/DC, Step Up or Down","2, Non-Isolated","-","-","700mA, 700mA","4V ~ 40V","Boost, Buck","150kHz ~ 600kHz","Fully Populated","Board(s)","TPS43335"
http://www.ti.com/lit/pdf/slvu457,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS43336EVM.jpg,296-52492-ND,TPS43336EVM,Texas Instruments,EVAL MODULE FOR TPS43336,5,23,"102.80000","0","1","-","Active","DC/DC, Step Up or Down","2, Non-Isolated","-","-","700mA, 700mA","4V ~ 40V","Boost, Buck","150kHz ~ 600kHz","Fully Populated","Board(s)","TPS43336"
http://www.ti.com/lit/pdf/slvu463,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS43340EVM.jpg,296-52493-ND,TPS43340EVM,Texas Instruments,EVAL MODULE FOR TPS43340,5,23,"102.80000","0","1","-","Active","DC/DC, Step Down with LDO","4, Non-Isolated","-","1.8V, 3.3V, 3.3V, 5V","4.5A, 4.5A, 2.2A, 300mA","4V ~ 40V","Buck","-","Fully Populated","Board(s)","TPS43340"
http://www.ti.com/lit/pdf/snva312,-,296-49212-ND,LM3691TL-1.8EV/NOPB,Texas Instruments,BOARD EVAL FOR LM3691TL-1.8,5,18,"102.80000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V","1A","2.3V ~ 5.5V","Buck","4MHz","Fully Populated","Board(s)","LM3691"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps65912,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS659122EVM-081.jpg,296-52553-ND,TPS659122EVM-081,Texas Instruments,MODULE EVAL FOR TPS659122-081,5,0,"102.80000","0","1","-","Active","DC/DC, Step Down with LDO","14, Non-Isolated","-","-","-","1.8V, 5V","Buck","-","Fully Populated","Board(s)","TPS659122"
http://www.ti.com/lit/pdf/snaa196,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM3248EVM.jpg,296-49201-ND,LM3248EVM,Texas Instruments,EVAL MODULE FOR LM3248,5,30,"102.80000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","0.4V ~ 4V","2.5A","2.7V ~ 5.5V","Boost, Buck","2.7MHz","Fully Populated","Board(s)","LM3248"
http://www.ti.com/lit/pdf/snvu570,-,296-52601-ND,TPSM846C24DEVM-007,Texas Instruments,EVALUATION MODULE,5,36,"102.80000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","0.5V ~ 2V","70A","4.5V ~ 15V","Buck","500kHz","Fully Populated","Board(s)","TPSM846C24"
http://www.ti.com/lit/pdf/snvu571,-,296-52602-ND,TPSM846C24EVM-006,Texas Instruments,EVALUATION MODULE,5,41,"102.80000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","0.5V ~ 2V","35A","4.5V ~ 15V","Buck","500kHz","Fully Populated","Board(s)","TPSM846C24"
http://www.ti.com/lit/pdf/snva472,//media.digikey.com/Photos/National%20Semi%20Photos/LM8850UREV%5ENOPB.JPG,296-52416-ND,LM8850UREV/NOPB,Texas Instruments,BOARD EVAL LM8850,4,0,"102.80000","0","1","-","Active","DC/DC, Step Up","1, Isolated","-","3.6V ~ 5.7V","1A","2.3V ~ 5.5V","Boost","2.5MHz","Fully Populated","Board(s)","LM8850"
http://www.ti.com/lit/pdf/sluu407,-,296-52577-ND,UCC2891EVM-520,Texas Instruments,EVAL MODULE FOR UCC2891-520,4,93,"102.80000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","30A","36V ~ 75V","Forward Converter","250kHz","Fully Populated","Board(s)","UCC2891"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps65912,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS659121EVM-081.jpg,296-52552-ND,TPS659121EVM-081,Texas Instruments,MODULE EVAL FOR TPS659121,4,0,"102.80000","0","1","-","Active","DC/DC, Step Down with LDO","14, Non-Isolated","-","-","-","1.8V, 5V","Buck","-","Fully Populated","Board(s)","TPS659121"
http://www.ti.com/lit/pdf/slvu457,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS43332EVM.jpg,296-49304-ND,TPS43332EVM,Texas Instruments,EVAL MODULE FOR TPS43332,3,26,"102.80000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","-","-","2V ~ 40V","Buck-Boost","150kHz ~ 600kHz","Fully Populated","Board(s)","TPS43332"
http://www.ti.com/lit/pdf/slvu484,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS43350EVM.jpg,296-49305-ND,TPS43350EVM,Texas Instruments,EVAL MODULE FOR TPS43350,3,14,"102.80000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","3.3V, 5V","2A, 4A","4V ~ 40V","Buck","240kHz, 400kHz, 600kHz","Fully Populated","Board(s)","TPS43350"
http://www.ti.com/lit/pdf/slvu484,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS43351EVM.jpg,296-50737-ND,TPS43351EVM,Texas Instruments,EVAL MODULE FOR TPS43351,3,7,"102.80000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","3.3V, 5V","2A, 4A","4V ~ 40V","Buck","240kHz, 400kHz, 600kHz","Fully Populated","Board(s)","TPS43351"
http://www.ti.com/lit/pdf/slvub26,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPSM846C23DEVM-807.JPG,296-47056-ND,TPSM846C23DEVM-807,Texas Instruments,EVAIL MOD,3,43,"102.80000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","0.35V ~ 2V","70A","4.5V ~ 15V","Buck","500kHz","Fully Populated","Board(s)","TPSM846C23"
http://www.ti.com/lit/pdf/slvuav5,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPSM846C23EVM-806.JPG,296-47057-ND,TPSM846C23EVM-806,Texas Instruments,EVAIL MOD,3,15,"102.80000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","0.35V ~ 2V","35A","4.5V ~ 15V","Buck","500kHz","Fully Populated","Board(s)","TPSM846C23"
http://www.ti.com/lit/pdf/slvua28,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS65262EVM-619.jpg,296-49349-ND,TPS65262EVM-619,Texas Instruments,EVAL MODULE FOR TPS65262,2,24,"102.80000","0","1","-","Active","DC/DC, Step Down with LDO","5, Non-Isolated","-","1.2V, 1.8V, 2.5V, 3.3V, 5V","3A, 1A, 1A, 200mA, 100mA","4.5V ~ 18V","Buck","600kHz","Fully Populated","Board(s)","TPS65262"
http://www.ti.com/lit/pdf/sluubu4,-,296-50708-ND,UCC28742EVM-001,Texas Instruments,DEVELOPMENT INTERFACE,2,29,"102.80000","0","1","-","Active","AC/DC, Primary Side","1, Non-Isolated","-","5V","2A","85 ~ 265 VAC","Flyback","-","Fully Populated","Board(s)","UCC28742"
-,-,296-53099-ND,LM5180EVM-DUAL,Texas Instruments,DEVELOPMENT POWER MANAGEMENT,2,101,"102.80000","0","1","-","Active","DC/DC, Positive and Negative","2, Isolated","-","15V, -7.7V","200mA, 200mA","10V ~ 65V","Flyback","-","Fully Populated","Board(s)","LM5180-Q1"
http://www.linear.com/docs/47057,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2164A-A-%28top%29.jpg,DC2164A-A-ND,DC2164A-A,Linear Technology/Analog Devices,EVAL BOARD FOR LTM4630-1,5,22,"105.00000","0","1","µModule®","Active","DC/DC, Step Down","1, Non-Isolated","-","1V","70A","4.5V ~ 15V","Buck","400kHz","Fully Populated","Board(s)","LTM4630-1"
http://www.onsemi.com/pub/Collateral/EVBUM2214-D.PDF,-,NCV896530GEVBOS-ND,NCV896530GEVB,ON Semiconductor,EVAL BOARD NCV896530G,3,0,"106.25000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","0.9V ~ 3.3V","1A, 1A","2.7V ~ 5.5V","Buck","2.1MHz","Fully Populated","Board(s)","NCV896530"
http://www.onsemi.com/pub/Collateral/NCV8871-D.PDF,//media.digikey.com/photos/On%20Semi%20Photos/NCV8871FLYGEVB.JPG,NCV8871FLYGEVBOSOS-ND,NCV8871FLYGEVB,ON Semiconductor,BOARD EVAL NCV8871FLY BOOST CTLR,2,0,"106.25000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","12V","2A","6V ~ 25V","Boost","170kHz","Fully Populated","Board(s)","NCV8871"
http://www.onsemi.com/pub/Collateral/EVBUM2080-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/NCV8871SEPGEVB.JPG,NCV8871SEPGEVBOSOS-ND,NCV8871SEPGEVB,ON Semiconductor,BOARD EVAL NCV8871SEP BOOST CTLR,2,0,"106.25000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","12V","2A","6V ~ 40V","Boost","170kHz","Fully Populated","Board(s)","NCV8871"
http://www.onsemi.com/pub/Collateral/NCP1340GEVB_TEST_PROCEDURE.PDF,-,NCP1340GEVBOS-ND,NCP1340GEVB,ON Semiconductor,EVAL BOARD NCP1340 65W,2,0,"106.25000","0","1","-","Active","AC/DC, Secondary Side","1, Non-Isolated","-","-","-","9V ~ 28V","Flyback","-","Fully Populated","Board(s)","NCP1340"
http://cdn.vicorpower.com/documents/datasheets/BCM352_440_330A00.pdf,//media.digikey.com/Photos/Vicor%20Corporation/BCD352F440T330A00.jpg,1102-1184-ND,BCD352F440T330A00,Vicor Corporation,HV BCM BUS CONVERTER EVAL BOARD,4,0,"110.60000","0","1","VI Chip® BCM®","Active","DC/DC, Step Down","1, Isolated","325W","44V","7.7A","330V ~ 365V","Buck","1.65MHz","Fully Populated","Board(s)","BCM352F440T330A"
https://www.transphormusa.com/en/document/datasheet-tp65h070l-650v-gan-fet/,//media.digikey.com/Photos/Transphorm/MFG_TDHB-65H070-DC.jpg,TDHB-65H070L-DC-ND,TDHB-65H070L-DC,Transphorm,TP65H070L HALF-BRIDGE BOARD,10,0,"111.25000","0","1","-","Active","DC/DC Converter","1, Non-Isolated","-","-","16A","-","Boost, Buck, Half-Bridge","-","Fully Populated","Board(s), Power Supply","TP65H070L"
http://www.linear.com/docs/44095,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2007A-A.JPG,DC2007A-A-ND,DC2007A-A,Linear Technology/Analog Devices,EVAL BOARD FOR LTM4630,3,4,"111.56000","0","1","µModule®","Active","DC/DC, Step Down","1, Non-Isolated","-","1V","70A","4.5V ~ 15V","Buck","400kHz","Fully Populated","Board(s)","LTM4630"
http://www.analog.com/media/en/dsp-documentation/evaluation-kit-manuals/DC2448A-A_UG-1332.pdf,-,DC2448A-A-ND,DC2448A-A,Linear Technology/Analog Devices,DEV BOARD,2,27,"111.56000","0","1","µModule®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.9V","80A","4.7V ~ 15V","Buck","350kHz","Fully Populated","Board(s)","LTM4636"
https://d1d2qsbl8m0m72.cloudfront.net/en/products/databook/applinote/ic/power/acdc_converter/bm2p0161-evk-001_ug-e.pdf,//media.digikey.com/Photos/Rohm%20Photos/BM2P0161-EVK-001.jpg,BM2P0161-EVK-001-ND,BM2P0161-EVK-001,Rohm Semiconductor,BM2P0161 REFERENCE BOARD. AC/DC,3,0,"123.20000","0","1","*","Active","AC/DC, Primary and Secondary Side","1, Non-Isolated","7.5W","15V","500mA","90 ~ 264 VAC","Buck","65kHz","Fully Populated","Board(s)","BM2P0161"
https://d1d2qsbl8m0m72.cloudfront.net/en/products/databook/applinote/ic/power/acdc_converter/bm2p0161-evk-002_ug-e.pdf,//media.digikey.com/Photos/Rohm%20Photos/BM2P0161-EVK-002.jpg,BM2P0161-EVK-002-ND,BM2P0161-EVK-002,Rohm Semiconductor,BM2P0161 REFERENCE BOARD. AC/DC,3,0,"123.20000","0","1","*","Active","AC/DC, Primary and Secondary Side","1, Non-Isolated","6W","12V","500mA","90 ~ 264 VAC","Buck","65kHz","Fully Populated","Board(s)","BM2P0161"
-,//media.digikey.com/Photos/Active-Semi%20International%20Inc/ACT8865EVK1-305.jpg,1488-1171-ND,ACT8865EVK1-305,Active-Semi International Inc.,EVAL KIT FOR ACT8865QJ,2,0,"124.99000","0","1","ActivePMU™","Active","DC/DC, Step Down with LDO","7, Non-Isolated","-","0.6V, 0.6V, 0.6V, 0.6V, 1.2V, 1.8V, 3.3V","1.3A, 1.15A, 1.15A, 320mA, 320mA, 320mA, 320mA","2.7V ~ 5.5V","Buck","2MHz","Fully Populated","Board(s)","ACT8865"
http://www.linear.com/docs/36474,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC392A-B.jpg,DC392A-B-ND,DC392A-B,Linear Technology/Analog Devices,BOARD EVAL FOR LTC3728EUH,5,110,"125.00000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","3.3V, 5V","5A, 4A","5V ~ 24V","Buck","-","Fully Populated","Board(s)","LTC3728"
https://www.analog.com/media/en/dsp-documentation/evaluation-kit-manuals/DC2049AF.PDF,-,DC2049A-ND,DC2049A,Linear Technology/Analog Devices,LT3999EMSE ISOLATED DEMO BOARD -,4,96,"125.00000","0","1","-","Active","DC/DC Isolated Power Supply","2, Isolated","-","±12V","200mA, 200mA","10V ~ 15.5V","-","1MHz","Fully Populated","Board(s)","LT3999"
https://datasheets.maximintegrated.com/en/ds/MAX77680EVKIT-MAX77681EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX77681EVKIT%23.jpg,MAX77681EVKIT#-ND,MAX77681EVKIT#,Maxim Integrated,MAX77681EVKIT FOR HIGHLY INTEGRA,4,0,"125.00000","0","1","-","Active","DC/DC, Step Up or Down","3, Non-Isolated","-","1.8V, 3.3V, 5V","-","2.7V ~ 5.5V","Buck-Boost","-","Fully Populated","Board(s)","MAX77681"
http://www.linear.com/docs/36797,-,DC527A-ND,DC527A,Linear Technology/Analog Devices,BOARD DEMO FOR LT3433EFE,3,82,"125.00000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","400mA","4V ~ 60V","Buck","200kHz","Fully Populated","Board(s)","LT3433"
https://datasheets.maximintegrated.com/en/ds/MAX77752EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX77752EVKIT%23.JPG,MAX77752EVKIT#-ND,MAX77752EVKIT#,Maxim Integrated,EVAL BOARD FOR MAX77752,3,0,"125.00000","0","1","-","Active","DC/DC, Step Down with LDO","4, Non-Isolated","-","1.05V, 1.35V, 1.8V, 1.8V","-","2.6V ~ 5.5V","Buck","-","Fully Populated","Board(s)","MAX77752"
https://datasheets.maximintegrated.com/en/ds/MAX77640EVKIT-MAX77641EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAX77640EVKIT%23.JPG,MAX77640EVKIT#-ND,MAX77640EVKIT#,Maxim Integrated,EVAL PMIC LDO MAX77640,3,0,"125.00000","0","1","-","Active","DC/DC, Step Up or Down with LDO","3, Non-Isolated","-","-","-","2.7V ~ 5.5V","Buck-Boost","-","Fully Populated","Board(s)","MAX77640"
https://datasheets.maximintegrated.com/en/ds/MAX77640EVKIT-MAX77641EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX77641EVKIT%23.jpg,MAX77641EVKIT#-ND,MAX77641EVKIT#,Maxim Integrated,EVAL PMIC LDO MAX77641,3,0,"125.00000","0","1","-","Active","DC/DC, Step Up or Down with LDO","3, Non-Isolated","-","-","-","2.7V ~ 5.5V","Buck-Boost","-","Fully Populated","Board(s)","MAX77641"
https://www.analog.com/media/en/dsp-documentation/evaluation-kit-manuals/DC2481B-A.pdf,-,DC2481B-A-ND,DC2481B-A,Linear Technology/Analog Devices,LTM4677 AND LTM4650 DEMO BOARD S,3,39,"125.00000","0","1","µModule®","Active","DC/DC, Step Down","1, Non-Isolated","-","-","-","-","Buck","-","Fully Populated","Board(s)","LTM4650, LTM4677"
http://www.linear.com/docs/47153,-,DC2372A-ND,DC2372A,Linear Technology/Analog Devices,EVAL BOARD FOR LTC3121,2,76,"125.00000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","12V","400mA","1.8V ~ 5.5V","Boost","1MHz","Fully Populated","Board(s)","LTC3121"
http://www.linear.com/docs/40085,-,DC1707A-ND,DC1707A,Linear Technology/Analog Devices,LTC3617EUDD DEMO BOARD VIN=2.25V,2,236,"125.00000","0","1","-","Active","Special Purpose DC/DC, DDR Memory Supply","2, Non-Isolated","-","-","6A, 10mA","2.25V ~ 5.5V","Buck","1MHz","Fully Populated","Board(s)","LTC3617"
https://datasheets.maximintegrated.com/en/ds/MAX77680EVKIT-MAX77681EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX77680EVKIT%23.jpg,MAX77680EVKIT#-ND,MAX77680EVKIT#,Maxim Integrated,MAX77680EVKIT FOR HIGHLY INTEGRA,2,0,"125.00000","0","1","-","Active","DC/DC, Step Up or Down","3, Non-Isolated","-","1.2V, 1.8V, 3.3V","-","2.7V ~ 5.5V","Buck-Boost","-","Fully Populated","Board(s)","MAX77680"
https://www.analog.com/media/en/dsp-documentation/evaluation-kit-manuals/DC2061AF.PDF,-,DC2061A-ND,DC2061A,Linear Technology/Analog Devices,LTC3784IUFD DEMO BOARD,2,24,"125.00000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","48V","3A","6V ~ 60V","Boost","150kHz","Fully Populated","Board(s)","LTC3784"
https://www.infineon.com/dgdl/Infineon-General_description_demo_board_DEMO_45W_19V_FLYB_P7-ATI-v01_00-EN.pdf?fileId=5546d46261ff5777016242c7cc1d5bf1,-,DEMO45W19VFLYBP7TOBO1-ND,DEMO45W19VFLYBP7TOBO1,Infineon Technologies,45W 19V CHARGER P7,3,0,"135.00000","0","1","-","Active","AC/DC, Primary and Secondary Side","1, Non-Isolated","45W","19V","2.37A","90 ~ 264 VAC","Flyback","-","Fully Populated","Board(s)","IPN70R600P7S"
http://www.linear.com/docs/37047,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC650A.jpg,DC650A-ND,DC650A,Linear Technology/Analog Devices,BOARD DEMO FOR LT3010EMS8E,10,81,"135.46000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.22V ~ 60V","50mA","3V ~ 80V","Buck","-","Fully Populated","Board(s)","LT3010"
