Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Main Purpose","Outputs and Type","Power - Output","Voltage - Output","Current - Output","Voltage - Input","Regulator Topology","Frequency - Switching","Board Type","Supplied Contents","Utilized IC / Part"
http://www.ti.com/lit/pdf/slvu175,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS65161EVM-194.jpg,296-31428-ND,TPS65161EVM-194,Texas Instruments,EVAL MOD FOR TPS65161,1,13,"50.88000","0","1","-","Active","Special Purpose DC/DC, LCD Supply","4, Non-Isolated","32.8W","3.3V, 18V, 32V, -5V","2.3A, 1.3A, 50mA, 50mA","11.4V ~ 12.6V","Buck-Boost","750kHz","Fully Populated","Board(s)","TPS65161"
http://www.ti.com/lit/pdf/snva289,//media.digikey.com/photos/Texas%20Instr%20Photos/LM3678SD-1.2EV.JPG,LM3678SD-1.2EV-ND,LM3678SD-1.2EV,Texas Instruments,BOARD EVAL FOR LM3678SD-1.2,1,0,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","0.8V or 1.2V","1.5A","2.5V ~ 5.5V","Buck","3.3MHz","Fully Populated","Board(s)","LM3678"
http://www.ti.com/lit/pdf/slvu192,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS40077EVM-001.JPG,296-31153-ND,TPS40077EVM-001,Texas Instruments,EVAL BOARD FOR TPS40077,1,67,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V","10A","8V ~ 16V","Buck","300kHz","Fully Populated","Board(s)","TPS40077"
http://www.ti.com/lit/pdf/slvu207,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS61202EVM-179.JPG,296-31238-ND,TPS61202EVM-179,Texas Instruments,EVAL MODULE FOR TPS61202-179,1,25,"50.88000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","600mA","0.3V ~ 5.5V","Boost","-","Fully Populated","Board(s)","TPS61202"
http://www.ti.com/lit/pdf/slvu216,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62240EVM-229.jpg,296-31253-ND,TPS62240EVM-229,Texas Instruments,EVAL MODULE FOR TPS62240-229,1,15,"50.88000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","1.2V, 1.8V","300mA, 300mA","2V ~ 6V","Buck","2.25MHz","Fully Populated","Board(s)","TPS62240"
http://www.ti.com/lit/pdf/slvu216,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62260EVM-229.jpg,296-31254-ND,TPS62260EVM-229,Texas Instruments,EVAL MOUDLE FOR TPS62260-229,1,31,"50.88000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","1.2V, 1.8V","600mA, 600mA","2V ~ 6V","Buck","2.25MHz","Fully Populated","Board(s)","TPS62260"
http://www.ti.com/lit/pdf/snva259,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM2735YMFEVAL.jpg,LM2735YMFEVAL-ND,LM2735YMFEVAL,Texas Instruments,BOARD EVAL LM2735 520KHZ 6LLP,1,26,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","12V","500mA","3V ~ 5.5V","Boost","520kHz","Fully Populated","Board(s)","LM2735"
http://www.ti.com/lit/pdf/slvu318,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS23757EVM.jpg,296-25232-ND,TPS23757EVM,Texas Instruments,EVALUATION MODULE FOR TPS23757,1,22,"50.88000","0","1","-","Active","Special Purpose DC/DC, Power Over Ethernet","1, Isolated","11W","5V","2.2A","30V ~ 57V","Flyback","220kHz","Fully Populated","Board(s)","TPS23757"
http://www.ti.com/lit/pdf/slvu313,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS61240EVM-360.JPG,296-31240-ND,TPS61240EVM-360,Texas Instruments,EVAL MODULE FOR TPS61240-360,1,2,"50.88000","0","1","-","Active","DC/DC, Step Up","3, Non-Isolated","-","5V, 5V, 5V","550mA, 550mA, 550mA","2.3V ~ 5.5V","Boost","3.5MHz","Fully Populated","Board(s)","TPS61240"
http://www.ti.com/lit/pdf/slvu321,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62113EVM-465.jpg,296-31248-ND,TPS62113EVM-465,Texas Instruments,EVAL MODULE FOR TPS62113-465,1,0,"50.88000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","3.3V","1.5A, 500mA","5V ~ 17V","Buck","1MHz","Fully Populated","Board(s)","TPS62113"
http://www.ti.com/lit/pdf/sliu003,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS55065EVM.jpg,296-31209-ND,TPS55065EVM,Texas Instruments,EVAL MODULE FOR TPS55065,1,1,"50.88000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","500mA","1.5V ~ 40V","Buck-Boost","440kHz","Fully Populated","Board(s)","TPS55065"
http://www.ti.com/lit/pdf/slvu268,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS60151EVM-359.jpg,296-31213-ND,TPS60151EVM-359,Texas Instruments,EVAL MODULE FOR TPS60151-359,0,5,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","140mA","2.7V ~ 5.5V","Boost","1.5MHz","Fully Populated","Board(s)","TPS60151"
http://www.ti.com/lit/pdf/sluu405,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS40304EVM-353.jpg,296-27451-ND,TPS40304EVM-353,Texas Instruments,EVALUATION MODULE FOR TPS40304,1,43,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.2V","20A","8V ~ 14V","Buck","600kHz","Fully Populated","Board(s)","TPS40304"
http://www.ti.com/lit/pdf/snva406,//media.digikey.com/Photos/National%20Semi%20Photos/LM27402SQEVAL%5ENOPB.jpg,296-43450-ND,LM27402SQEVAL/NOPB,Texas Instruments,BOARD EVALUATION LM27402,1,55,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","30W","1.5V","20A","4.5V ~ 20V","Buck","200kHz ~ 1.2MHz","Fully Populated","Board(s)","LM27402"
http://www.ti.com/lit/pdf/slvu364,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62065-67EVM-347.jpg,296-31246-ND,TPS62065-67EVM-347,Texas Instruments,EVAL MODULE FOR TPS62065-67-347,1,27,"50.88000","0","1","-","Active","DC/DC, Step Down","2, Non-Isolated","-","0.8V ~ 6V","2A","3V ~ 6V","Buck","3MHz","Fully Populated","Board(s)","TPS62065, TPS62067"
http://www.ti.com/lit/pdf/slvu292,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62621EVM-419.jpg,296-31260-ND,TPS62621EVM-419,Texas Instruments,EVAL MODULE FOR TPS62621-419,1,6,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V","600mA","2.3V ~ 5.5V","Buck","6MHz","Fully Populated","Board(s)","TPS62621"
http://www.ti.com/lit/pdf/snva248,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM3102EVAL%5ENOPB.jpg,LM3102EVAL/NOPB-ND,LM3102EVAL/NOPB,Texas Instruments,EVAL BOARD FOR LM3102,1,21,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","2.5A","8V ~ 42V","Buck","500kHz","Fully Populated","Board(s)","LM3102"
http://www.ti.com/lit/pdf/snva160,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM3489EVAL%5ENOPB.jpg,LM3489EVAL/NOPB-ND,LM3489EVAL/NOPB,Texas Instruments,EVAL BOARD FOR LM3489,1,31,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","500mA","7V ~ 28V","Buck","-","Fully Populated","Board(s)","LM3489"
http://www.ti.com/lit/pdf/snva258,//media.digikey.com/photos/Texas%20Instr%20Photos/LM2735XMFEVAL.JPG,LM2735XMFEVAL/NOPB-ND,LM2735XMFEVAL/NOPB,Texas Instruments,BOARD DEMO FOR LM2735 SOT23-5,1,26,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","12V","500mA","3V ~ 5.5V","Boost","1.6MHz","Fully Populated","Board(s)","LM2735"
http://www.ti.com/lit/pdf/slvu388,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62122EVM-586.JPG,296-35042-ND,TPS62122EVM-586,Texas Instruments,EVAL MODULE FOR TPS62122-586,1,2,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V","75mA","2V ~ 15V","Buck","800kHz","Fully Populated","Board(s)","TPS62122"
http://www.ti.com/lit/pdf/slvu478,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS61260EVM-673.JPG,296-30298-ND,TPS61260EVM-673,Texas Instruments,EVAL MODULE FOR TPS61260-673,1,5,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","1.8V ~ 4V","100mA","0.8V ~ 4V","Boost","2.5MHz","Fully Populated","Board(s)","TPS61260"
http://www.ti.com/lit/pdf/slvu497,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62080EVM-641.jpg,296-29829-ND,TPS62080EVM-641,Texas Instruments,EVAL MODULE FOR TPS62080-641,1,22,"50.88000","0","1","DCS-Control™","Active","DC/DC, Step Down","1, Non-Isolated","-","2.5V","1.2A","2.3V ~ 6V","Buck","-","Fully Populated","Board(s)","TPS62080"
http://www.ti.com/lit/pdf/sluu515,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS51206EVM-745.JPG,296-34958-ND,TPS51206EVM-745,Texas Instruments,EVAL MODULE FOR TPS51206-745,1,7,"50.88000","0","1","-","Active","Special Purpose DC/DC, DDR Memory Supply","2, Non-Isolated","-","-","2A, 10mA","3.1V ~ 6.5V","Buck","-","Fully Populated","Board(s)","TPS51206"
http://www.ti.com/lit/pdf/sluu526,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS51916EVM-746.jpg,296-30054-ND,TPS51916EVM-746,Texas Instruments,EVAL MODULE FOR TPS51916-746,1,7,"50.88000","0","1","D-CAP™, D-CAP2™","Active","Special Purpose DC/DC, DDR Memory Supply","1, Non-Isolated","-","1.2V ~ 1.5V","20A","8V ~ 20V","Buck","500kHz","Fully Populated","Board(s)","TPS51916"
http://www.ti.com/lit/pdf/slvu427,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS61256EVM-711.JPG,296-31244-ND,TPS61256EVM-711,Texas Instruments,EVAL MODULE FOR TPS61256-711,1,0,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","800mA","2.3V ~ 5.5V","Boost","3.5MHz","Fully Populated","Board(s)","TPS61256"
http://www.ti.com/lit/pdf/slvu569,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS65258EVM.JPG,296-31279-ND,TPS65258EVM,Texas Instruments,EVAL MODULE FOR TPS65258,1,0,"50.88000","0","1","-","Active","DC/DC, Step Down","3, Non-Isolated","-","-","3A, 2A, 2A","4.5V ~ 16V","Buck","300kHz ~ 2.2MHz","Fully Populated","Board(s)","TPS65258"
http://www.ti.com/lit/pdf/slvu594,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS65135EVM-265.jpg,296-44137-ND,TPS65135EVM-265,Texas Instruments,EVAL MODULE FOR TPS65135-265,1,14,"50.88000","0","1","-","Active","DC/DC, Positive and Negative","2, Non-Isolated","-","±5V","80mA, 80mA","2.5V ~ 5.5V","Buck-Boost","-","Fully Populated","Board(s)","TPS65135"
http://www.ti.com/lit/pdf/sluu819,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS53313EVM-078.JPG,296-31174-ND,TPS53313EVM-078,Texas Instruments,EVAL MODULE FOR TPS53313-078,1,11,"50.88000","0","1","SmoothPWM™","Active","DC/DC, Step Down","1, Non-Isolated","-","1.2V","6A","8V ~ 14V","Buck","600kHz, 1MHz","Fully Populated","Board(s)","TPS53313"
http://www.ti.com/lit/pdf/snva633,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM34927EVAL.jpg,296-45745-ND,LM34927EVAL/NOPB,Texas Instruments,BOARD EVAL FOR LM34927,1,29,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Isolated; 1, Non-Isolated","-","9.5V, 10V","300mA","20V ~ 100V","Buck","750kHz","Fully Populated","Board(s)","LM34927"
http://www.ti.com/lit/pdf/slvu751,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS55340EVM-148.jpg,296-43474-ND,TPS55340EVM-148,Texas Instruments,EVAL MODULE FOR TPS55340-148,1,32,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Isolated","-","5V","2.5A","8V ~ 24V","Flyback","350kHz","Fully Populated","Board(s)","TPS55340"
http://www.ti.com/lit/pdf/slvu455,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62733EVM-726.JPG,296-35089-ND,TPS62733EVM-726,Texas Instruments,EVAL MODULE FOR TPS62733-726,1,0,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","2.3V","100mA","1.9V ~ 3.9V","Buck","-","Fully Populated","Board(s)","TPS62733"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm3241,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM3241TLEVAL%5ENOPB.jpg,296-45736-ND,LM3241TLEVAL/NOPB,Texas Instruments,EVALUATION BOARD FOR LM3241,1,50,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","0.6V ~ 3.4V","750mA","2.7V ~ 5.5V","Buck","6MHz","Fully Populated","Board(s)","LM3241"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz31704,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ31704EVM-003.jpg,296-37216-ND,LMZ31704EVM-003,Texas Instruments,EVAL BOARD FOR LMZ31704,1,9,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.6V, 0.9V, 1.2V, 1.8V, 2.5V, 3.3V or 5V","4A","2.95V ~ 17V","Buck","-","Fully Populated","Board(s)","LMZ31704"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz31707,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ31707EVM-002.jpg,296-37217-ND,LMZ31707EVM-002,Texas Instruments,EVAL BOARD FOR LMZ31707,1,18,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.6V, 0.9V, 1.2V, 1.8V, 2.5V, 3.3V or 5V","7A","2.95V ~ 17V","Buck","-","Fully Populated","Board(s)","LMZ31707"
http://www.ti.com/lit/pdf/snvu296,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ30602EVM-002.jpg,296-37036-ND,LMZ30602EVM-002,Texas Instruments,EVAL BOARD FOR LMZ30602,1,17,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.8V, 1.2V, 1.8V, 2.5V, or 3.3V","2A","2.95V ~ 6V","Buck","-","Fully Populated","Board(s)","LMZ30602"
http://www.ti.com/lit/pdf/snvu296,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ30604EVM-001.jpg,296-37105-ND,LMZ30604EVM-001,Texas Instruments,EVAL BOARD FOR LMZ30604,1,12,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.8V, 1.2V, 1.8V, 2.5V, or 3.3V","4A","2.95V ~ 6V","Buck","-","Fully Populated","Board(s)","LMZ30604"
http://www.ti.com/lit/pdf/snvu283,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ31520EVM-001.JPG,296-37139-ND,LMZ31520EVM-001,Texas Instruments,EVAL BOARD FOR LMZ31520,1,17,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.6V, 0.8V, 1V, 1.2V, 1.8V or 3.3V","20A","3V ~ 14.5V","Buck","-","Fully Populated","Board(s)","LMZ31520"
http://www.ti.com/lit/pdf/snvu283,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ31530EVM-002.JPG,296-37140-ND,LMZ31530EVM-002,Texas Instruments,EVAL BOARD FOR LMZ31530,1,7,"50.88000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.6V, 0.8V, 1V, 1.2V, 1.8V or 3.3V","30A","3V ~ 14.5V","Buck","-","Fully Populated","Board(s)","LMZ31530"
http://www.ti.com/lit/pdf/sluuaq0,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS53513EVM-587.JPG,296-37210-ND,TPS53513EVM-587,Texas Instruments,EVAL MODULE TPS53513,1,7,"50.88000","0","1","D-CAP3™, Eco-Mode™, SWIFT™","Active","DC/DC, Step Down","1, Non-Isolated","-","1.2V","8A","5V ~ 18V","Buck","1MHz","Fully Populated","Board(s)","TPS53513"
http://www.ti.com/lit/pdf/sluuay7,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS544B20EVM-634.JPG,296-37917-ND,TPS544B20EVM-634,Texas Instruments,EVAL BOARD BUCK REG TPS544B20,1,3,"50.88000","0","1","SWIFT™, D-CAP™, D-CAP2™","Active","DC/DC, Step Down","1, Non-Isolated","-","1V","20A","8V ~ 14V","Buck","500kHz","Fully Populated","Board(s)","TPS544B20"
