Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Main Purpose","Outputs and Type","Power - Output","Voltage - Output","Current - Output","Voltage - Input","Regulator Topology","Frequency - Switching","Board Type","Supplied Contents","Utilized IC / Part"
http://www.vicorpower.com/documents/datasheets/PRM48BF480T600A00_ds.pdf,//media.digikey.com/Photos/Vicor%20Corporation/PRD48BF480T600A00.jpg,1102-5409-ND,PRD48BF480T600A00,Vicor Corporation,REGULATOR PRM 48V OUT 600W DEMO,27,0,"368.32000","0","1","VI Chip® PRM®","Active","DC/DC, Step Up or Down","1, Non-Isolated","600W","48V","12.5A","38V ~ 55V","Buck-Boost","1MHz","Fully Populated","Board(s)","PRM48BF480T600A00"
https://www.intel.com/content/dam/www/programmable/us/en/pdfs/literature/ds/em2140_13150.pdf,-,544-3370-ND,EVB-EM2140P01QI,Intel,EVALUATION BOARD FOR EM2140P01QI,45,0,"85.00000","0","1","Enpirion®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.7V ~ 1.325V","40A","4.5V ~ 16V","Buck","-","Fully Populated","Board(s)","EM2140P01QI"
https://www.intel.com/content/dam/www/programmable/us/en/pdfs/literature/ds/em2130l02_12873.pdf,//media.digikey.com/Photos/Altera%20Photos/EVB-EM2130L02QI.JPG,544-3408-ND,EVB-EM2130L02QI,Intel,EVALUATION BOARD,32,0,"85.00000","0","1","Enpirion®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.7V ~ 1.325V","30A","4.5V ~ 16V","Buck","-","Fully Populated","Board(s)","EM2130L02QI"
https://www.intel.com/content/dam/www/programmable/us/en/pdfs/literature/ds/em2120_13149.pdf,-,544-3367-ND,EVB-EM2120L01QI,Intel,EVALUATION BOARD FOR EM2120L01QI,27,0,"85.00000","0","1","Enpirion®","Active","DC/DC, Step Down","1, Non-Isolated","-","0.7V ~ 1.325V","20A","4.5V ~ 16V","Buck","-","Fully Populated","Board(s)","EM2120L01QI"
https://www.silabs.com/documents/public/data-sheets/si3404-datasheet.pdf,//media.digikey.com/Photos/Silicon%20Labs%20Photos/MFG_SI3404BKC2-KIT.jpg,336-4275-ND,SI3404BKC2-KIT,Silicon Labs,EVAL KIT FOR SI3404 BUCK CLASS 2,34,0,"75.00000","0","1","-","Active","Special Purpose DC/DC, Power Over Ethernet","1, Non-Isolated","-","-","-","-","Buck","-","Fully Populated","Board(s)","Si3404"
//media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/EZ6301QI_Rev_B.pdf,//media.digikey.com/Photos/Intel%20Photos/EVB-EZ6301QI.JPG,544-3454-ND,EVB-EZ6301QI,Intel,EVAL BOARD FOR EZ6301QI,51,0,"69.00000","0","1","Enpirion®","Active","DC/DC, Step Down with LDO","3, Non-Isolated","-","0.6V ~ 3.3V","1.5A, 300mA, 300mA","2.7V ~ 6.6V","Buck","2.5MHz","Fully Populated","Board(s)","EZ6301QI"
//media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/EZ6303QI_Rev_A.pdf,-,544-3456-ND,EVB-EZ6303QI,Intel,EVAL BOARD FOR EZ6303QI,30,0,"69.00000","0","1","Enpirion®","Active","DC/DC, Step Down with LDO","3, Non-Isolated","-","0.6V ~ 3V","2.2A, 300mA, 300mA","2.7V ~ 3.6V","Buck","2.5MHz","Fully Populated","Board(s)","EZ6303QI"
//media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/EN6363QI_Rev_A_Web.pdf,//media.digikey.com/Photos/Altera%20Photos/EVB-EN6363QI.JPG,544-3431-ND,EVB-EN6363QI,Intel,EVAL BOARD DC/DC CONVERTER,26,0,"69.00000","0","1","Enpirion®","Active","DC/DC, Step Down","1, Non-Isolated","-","-","6A","2.7V ~ 6.6V","Buck","2MHz","Fully Populated","Board(s)","EN6363QI"
//media.digikey.com/pdf/Data%20Sheets/ST%20Microelectronics%20PDFS/STEVAL-ILL069V1.pdf,//media.digikey.com/Photos/STMicro%20Photos/MFG_STEVAL-ILL069V1.jpg,497-15207-ND,STEVAL-ILL069V1,STMicroelectronics,EVAL BOARD HVLED001 FLYBACK,35,0,"83.75000","0","1","-","Active","AC/DC, Primary Side","1, Isolated","-","48V","730mA","90 ~ 305 VAC","Flyback","-","Fully Populated","Board(s)","HVLED001"
//media.digikey.com/pdf/Data%20Sheets/Altera%20PDFs/EM2030_Datasheet%20_RevC.pdf,-,544-3452-ND,EVB-EM2030L01QI,Intel,EVAL BOARD EM2030L01QI,47,0,"85.00000","0","1","-","Active","DC/DC, Step Down","-","-","0.5V ~ 1.325V","30A","4.5V ~ 16V","Buck","800kHz","-","Board(s)","EM2030L01QI"
http://www.dialog-semiconductor.com/sites/default/files/iw1818-eval_summary.pdf,//media.digikey.com/Renders/Dialog%20Semi%20Renders/8-DIP_626B-01.jpg,1564-1031-ND,IW1818-EVAL,Dialog Semiconductor GmbH,EVB 10W SINGLE-OUTPUT PWR SUPPLY,35,0,"102.00000","0","1","-","Active","AC/DC, Primary Side","1, Isolated","10W","5V","2A","90 ~ 264 VAC","Flyback","72kHz","Fully Populated","Board(s)","iW1818-00"
http://www.st.com/content/ccc/resource/technical/document/data_brief/6d/ae/b5/9f/44/9e/40/ca/DM00022790.pdf/files/DM00022790.pdf/jcr:content/translations/en.DM00022790.pdf,//media.digikey.com/Photos/STMicro%20Photos/evl6566b-65w-qr.jpg,497-10165-ND,EVL6566B-65W-QR,STMicroelectronics,BOARD EVAL SMPS FOR L6566B,26,0,"105.00000","0","1","-","Active","AC/DC, Primary Side","1, Isolated","65W","19V","3.42A","90 ~ 264 VAC","Flyback","165kHz","Fully Populated","Board(s)","L6566B"
http://www.dialog-semiconductor.com/sites/default/files/iw1830-eval_summary.pdf,//media.digikey.com/Photos/Dialog%20Semiconductor/IW1830-EVAL.jpg,1564-1032-ND,IW1830-EVAL,Dialog Semiconductor GmbH,EVB 15W DUAL-OUTPUT PWR SUPPLY,27,0,"105.83000","0","1","-","Active","AC/DC, Primary Side","2, Isolated","15W","5V, 12V","1A, 500mA","90 ~ 264 VAC","Flyback","72kHz","Fully Populated","Board(s)","iW1830-00"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0379_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0379.jpg,1738-1293-ND,DFR0379,DFRobot,20W ADJUSTABLE DC-DC BUCK CONVER,77,0,"5.05000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","20W","1.25V ~ 37V","3A","4V ~ 40V","Buck","-","Fully Populated","Board(s)","LM2596"
http://www.ti.com/lit/pdf/slvuao5,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS63070EVM-693.JPG,296-45051-ND,TPS63070EVM-693,Texas Instruments,BUCK-BOOST CONVERTER EVAL MODULE,35,157,"50.88000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","2A","2V ~ 16V","Buck-Boost","2.4MHz","Fully Populated","Board(s)","TPS63070"
http://www.linear.com/docs/46098,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2017A-%28TOP%29.jpg,DC2017A-ND,DC2017A,Linear Technology/Analog Devices,EVAL BOARD FOR LTM8055,6,114,"65.00000","0","1","µModule®","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","12V","6A","5V ~ 36V","Buck-Boost","600kHz","Fully Populated","Board(s)","LTM8055"
http://www.ti.com/lit/pdf/snvu547,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM5176EVM-HP.jpg,296-48272-ND,LM5176EVM-HP,Texas Instruments,EVAL BOARD FOR LM5176,12,38,"206.64000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","12V","12A","6V ~ 36V","Buck-Boost","250kHz","Fully Populated","Board(s)","LM5176"
http://www.ti.com/lit/pdf/snvu543,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM5170EVM-BIDIR.jpg,296-46730-ND,LM5170EVM-BIDIR,Texas Instruments,EVAL BOARD FOR LM5170-Q1,3,57,"206.64000","0","1","-","Active","DC/DC, Step Up or Down","2, Non-Isolated","-","14.5V, 50.5V","60A","3V ~ 48V, 6V ~ 75V","Boost, Buck","100kHz","Fully Populated","Board(s)","LM5170-Q1"
http://www.linear.com/docs/57673,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2129A.JPG,DC2129A-ND,DC2129A,Linear Technology/Analog Devices,DEMO BOARD FOR LTC3119,18,184,"225.00000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","5A","2.5V ~ 18V","Buck-Boost","-","Fully Populated","Board(s)","LTC3119"
http://www.linear.com/docs/58472,-,DC2641A-ND,DC2641A,Linear Technology/Analog Devices,LTC7801EUFD DEMO BOARD VIN = 16V,2,365,"225.00000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","12V","10A","16V ~ 100V","Buck","150kHz","Fully Populated","Board(s)","LTC7801"
http://www.linear.com/docs/58890,-,DC2456A-ND,DC2456A,Linear Technology/Analog Devices,EVAL BOARD FOR LTC3779,6,37,"275.00000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","48V","10A","16V ~ 120V","Buck-Boost","200kHz","Fully Populated","Board(s)","LTC3779"
http://www.linear.com/docs/58098,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2468A.jpg,DC2468A-ND,DC2468A,Linear Technology/Analog Devices,DEMO BOARD FOR LT8645S,3,418,"281.25000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","8A","5.6V ~ 65V","Buck","2MHz","Fully Populated","Board(s)","LT8645S"
http://epc-co.com/epc/documents/guides/EPC9130_qsg.pdf,//media.digikey.com/Photos/EPC/EPC9130.JPG,917-1193-ND,EPC9130,EPC,EVAL BOARD FOR EPC2045,7,0,"468.00000","0","1","eGaN®","Active","DC/DC, Step Down","1, Non-Isolated","-","12V","50A","36V ~ 60V","Buck","500kHz","Fully Populated","Board(s)","EPC2045"
http://www.transphormusa.com/document/tdinv1000p100-user-guide/,//media.digikey.com/Photos/Transphorm/MFG_TDINV1000P100-KIT.jpg,TDINV1000P100-KIT-ND,TDINV1000P100-KIT,Transphorm,1KW INVERTER EVALUATION KIT,14,0,"519.60000","0","1","-","Active","DC/AC Converter","1, Isolated","1kW","-","10A","-","Inverting","100kHz","Fully Populated","Board(s), Power Supply","TPH3206PSB"
http://www.transphormusa.com/document/tdinv3500p100-user-guide/,//media.digikey.com/Photos/Transphorm/MFG_TDINV3500P100-KIT.jpg,TDINV3500P100-KIT-ND,TDINV3500P100-KIT,Transphorm,3.5KW INVERTER EVAL KIT,17,0,"524.40000","0","1","-","Active","DC/AC Converter","1, Isolated","3.5kW","-","-","750V","-","100kHz","Fully Populated","Board(s)","TP90H180PS"
http://www.transphormusa.com/document/datasheet-tp65h050ws-650v-gan-fet/,//media.digikey.com/Photos/Transphorm/TDINV3000W050-KIT.jpg,TDINV3000W050-KIT-ND,TDINV3000W050-KIT,Transphorm,3.0KW INVERTER EVAL KIT,12,0,"554.40000","0","1","-","Active","DC/AC Converter","1, Non-Isolated","3kW","-","22A","-","-","50kHz","Fully Populated","Board(s), Power Supply","TP65H050WS"
http://www.ti.com/lit/ug/tidub21b/tidub21b.pdf,-,296-48280-ND,TIEVM-HV-1PH-DCAC,Texas Instruments,TIEVM-HV-1PH-DCAC,2,0,"777.76000","0","1","-","Active","DC/AC Converter","1, Non-Isolated","-","110VAC","4.5A","380V","-","20kHz","Fully Populated","Board(s), Cable(s)","-"
http://www.transphormusa.com/document/tdttp4000w066b-user-guide/,//media.digikey.com/Photos/Transphorm/MFG_TDTTP4000W066B-KIT.jpg,TDTTP4000W066B-KIT-ND,TDTTP4000W066B-KIT,Transphorm,4KW TOTEM-POLE PFC EVAL KIT,21,0,"1009.20000","0","1","-","Active","AC/DC, Primary Side and PFC","1, Non-Isolated","4kW","390V","15A","90 ~ 265 VAC","-","66kHz","Fully Populated","Board(s), Power Supply","TP65H035WS"
https://pdfserv.maximintegrated.com/en/an/REFD5815.pdf,//media.digikey.com/Photos/Maxim%20Photos/MAXREFDES33%23.jpg,MAXREFDES33#-ND,MAXREFDES33#,Maxim Integrated,REFERENCE DESIGN PALO VERDE,27,11,"1.22000","0","1","Himalaya","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","300mA","4.5V ~ 60V","Buck","500kHz","Fully Populated","Board(s)","MAX15062"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0569_Web.pdf,-,1738-1440-ND,DFR0569,DFRobot,DC-DC AUTOMATIC STEP UP-DOWN POW,48,0,"3.22000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","600mA","3V ~ 15V","Buck-Boost","-","Fully Populated","Board(s)","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10967_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/PRT-10967.JPG,1568-1254-ND,PRT-10967,SparkFun Electronics,SPARKFUN 3.3V STEP-UP BREAKOUT -,40,0,"6.50000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3.3V","200mA","1V ~ 3V","Boost","-","Fully Populated","Board(s)","NCP1402"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0123_Web.pdf,//media.digikey.com/Photos/DFRobot/DFR0123.JPG,1738-1144-ND,DFR0123,DFRobot,DC-DC BOOST CONVERTER,99,0,"7.73000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","15W","3.7V ~ 34V","-","3.7V ~ 34V","Boost","-","Fully Populated","Board(s)","LM2577"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0205_Web.pdf,//media.digikey.com/Photos/DFRobot/DFR0205.jpg,1738-1069-ND,DFR0205,DFRobot,DC-DC POWER MODULE 25W,39,0,"8.76000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","25W","5V","5A","3.6V ~ 25V","Buck","350kHz","Fully Populated","Board(s)","GS2678"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-15208_Web.pdf,-,1568-COM-15208-ND,COM-15208,SparkFun Electronics,TPS63070 BUCK-BOOST CONVERTER,25,0,"10.31000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","3.3V, 5V, Adjustable","-","3V ~ 16V","Buck-Boost","2.4MHz","Fully Populated","Board(s)","TPS63070"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-10255_Web.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/PRT-10255.JPG,1568-1155-ND,PRT-10255,SparkFun Electronics,LIPOWER - BOOST CONVERTER,84,0,"15.95000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","3.3V or 5V","600mA","0.3V ~ 5.5V","Boost","-","Fully Populated","Board(s)","TPS61200"
http://www.ti.com/lit/pdf/snva500,//media.digikey.com/Photos/National%20Semi%20Photos/LMR62014XMFDEMO%5ENOPB.JPG,LMR62014XMFDEMO/NOPB-ND,LMR62014XMFDEMO/NOPB,Texas Instruments,BOARD DEMO FOR LMR62014XMF,63,251,"20.77000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Up","1, Non-Isolated","-","12V","450mA","2.7V ~ 12V","Boost","1.6MHz","Fully Populated","Board(s)","LMR62014"
http://www.ti.com/lit/pdf/snva500,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMR64010XMFDEMO%5ENOPB.JPG,LMR64010XMFDEMO/NOPB-ND,LMR64010XMFDEMO/NOPB,Texas Instruments,BOARD DEMO FOR LMR64010XMF,41,5,"20.77000","0","1","SIMPLE SWITCHER®","Active","DC/DC, Step Up","1, Non-Isolated","-","24V","125mA","2.7V ~ 12V","Boost","1.6MHz","Fully Populated","Board(s)","LMR64010"
http://www.ti.com/lit/pdf/snva612,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM5017EVAL%5ENOPB.JPG,296-37050-ND,LM5017EVAL/NOPB,Texas Instruments,BOARD EVAL FOR LM5017,6,58,"25.96000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","10V","600mA","12.5V ~ 100V","Buck","200kHz","Fully Populated","Board(s)","LM5017"
http://www.ti.com/lit/pdf/slvua29,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS61291EVM-569.jpg,296-38625-ND,TPS61291EVM-569,Texas Instruments,EVAL BOARD FOR TPS61291,6,18,"25.96000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","2.5V, 3V or 3.3V","200mA","0.9V ~ 5V","Boost","-","Fully Populated","Board(s)","TPS61291"
http://vicorpower.com/documents/user_guides/picor/ug_PI33xx-xx_EvalBoard.pdf,//media.digikey.com/Photos/Vicor%20Corporation/PI3302-00-EVAL1.jpg,1102-1509-ND,PI3302-00-EVAL1,Vicor Corporation,PICOR EVAL BD PI3302-00,24,0,"40.30000","0","1","Cool-Power®","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","10A","8V ~ 36V","Buck","1MHz","Fully Populated","Board(s)","PI3302-00"
https://datasheets.maximintegrated.com/en/ds/MAX17222EVKIT.pdf,//media.digikey.com/Photos/Maxim%20Photos/MFG_MAX17222-EVKIT.jpg,MAX17222EVKIT#-ND,MAX17222EVKIT#,Maxim Integrated,EVAL FOR MAX17222,10,212,"43.74000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3V","100mA","1.5V","Boost","-","Fully Populated","Board(s)","MAX1722x"
http://www.vicorpower.com/documents/user_guides/picor/ug_PI3741_EvalBrd.pdf,//media.digikey.com/Photos/Vicor%20Corporation/PI3741-01-EVAL1.jpg,1102-5524-ND,PI3741-01-EVAL1,Vicor Corporation,EVALUATION BOARD FOR PI3741-01-L,36,0,"48.48000","0","1","Cool-Power®","Active","DC/DC, Step Up or Down","1, Non-Isolated","150W","48V","-","21V ~ 60V","Buck-Boost","-","Fully Populated","Board(s)","PI3741-01"
http://www.ti.com/lit/pdf/snva137,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM5010AEVAL%5ENOPB.JPG,LM5010AEVAL/NOPB-ND,LM5010AEVAL/NOPB,Texas Instruments,EVAL BOARD FOR LM5010A,32,6,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","1A","6V ~ 75V","Buck","200kHz","Fully Populated","Board(s)","LM5010A"
http://www.ti.com/lit/pdf/slvuam5,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS61021EVM-723.jpg,296-44005-ND,TPS61021EVM-723,Texas Instruments,EVALUATION MODULE,20,2,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3.3V","2.3A","0.9V ~ 3.2V","Boost","2MHz","Fully Populated","Board(s)","TPS61021"
http://www.ti.com/lit/pdf/slvu442,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS63060EVM-619.jpg,296-37525-ND,TPS63060EVM-619,Texas Instruments,EVAL MODULE FOR TPS63060-619,14,3,"50.88000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","800mA","2.5V ~ 12V","Buck-Boost","2.4MHz","Fully Populated","Board(s)","TPS63060"
