Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Main Purpose","Outputs and Type","Power - Output","Voltage - Output","Current - Output","Voltage - Input","Regulator Topology","Frequency - Switching","Board Type","Supplied Contents","Utilized IC / Part"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en547288,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MCP1640EV-SBC.jpg,MCP1640EV-SBC-ND,MCP1640EV-SBC,Microchip Technology,BOARD EVAL FOR MCP1640,3,0,"20.99000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","2V, 3.3V or 5V","100mA, 350mA","0.35V ~ 5.5V","Boost","500kHz","Fully Populated","Board(s)","MCP1640"
http://www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en561136,//media.digikey.com/Photos/Microchip%20Tech%20Photos/MFG_ADM00458.jpg,ADM00458-ND,ADM00458,Microchip Technology,KIT DEV MCP16251/1640B,3,0,"23.99000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","2V, 3.3V or 5V","200mA","0.35V ~ 5.5V","Boost","500kHz","Fully Populated","Board(s)","MCP16251, MCP1640B"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flm2621,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM2621EVAL.jpg,LM2621EVAL/NOPB-ND,LM2621EVAL/NOPB,Texas Instruments,EVALUATION BOARD FOR LM2621,1,2,"25.96000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","-","-","1.2V ~ 14V","Boost","-","Fully Populated","Board(s)","LM2621"
http://www.ti.com/lit/pdf/slvu483,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62160EVM-627.jpg,296-30410-ND,TPS62160EVM-627,Texas Instruments,EVAL MODULE FOR TPS62160-627,1,5,"25.96000","0","1","DCS-Control™","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","1A","3.7V ~ 17V","Buck","-","Fully Populated","Board(s)","TPS62160"
http://www.ti.com/lit/pdf/snvu578,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LMZM23601EVM.jpg,296-49393-ND,LMZM23601EVM,Texas Instruments,EVAL MODULE FOR LMZM23601,2,148,"30.11000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","2.5V ~ 15V","1A","4V ~ 36V","Buck","800kHz","Fully Populated","Board(s)","LMZM23601"
http://www.ti.com/lit/pdf/snvu578,//media.digikey.com/photos/Texas%20Instr%20Photos/LMZM23600EVM.JPG,296-49390-ND,LMZM23600EVM,Texas Instruments,EVAL MODULE FOR LMZM23600,1,65,"30.11000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","2.5V ~ 15V","500mA","4V ~ 36V","Buck","800kHz","Fully Populated","Board(s)","LMZM23600"
http://www.ti.com/lit/pdf/snvu474,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM5165EVM-HD-P50A.jpg,296-44089-ND,LM5165EVM-HD-P50A,Texas Instruments,EVAL BOARD FOR LM5165 HD PFM,0,53,"30.11000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","25mA","3V ~ 65V","Buck","100kHz","Fully Populated","Board(s)","LM5165"
http://www.ti.com/lit/pdf/slvu949,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62740EVM-186.jpg,296-37156-ND,TPS62740EVM-186,Texas Instruments,EVAL BOARD FOR TPS62740,5,29,"50.88000","0","1","DCS-Control™","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V ~ 3.3V","300mA","2.2V ~ 5.5V","Buck","-","Fully Populated","Board(s)","TPS62740"
http://www.ti.com/lit/pdf/slvu761,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS61230EVM-089.jpg,296-37854-ND,TPS61230EVM-089,Texas Instruments,EVAL BOARD BOOST REG TPS61230,5,40,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","2.1A","2.3V ~ 5.5V","Boost","-","Fully Populated","Board(s)","TPS61230"
http://www.ti.com/lit/pdf/slvuad0,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS61236EVM-676.jpg,296-42605-ND,TPS61236EVM-676,Texas Instruments,EVAL MODULE TPS61236,5,1,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","3A","2.3V ~ 4.4V","Boost","1MHz","Fully Populated","Board(s)","TPS61236"
http://www.ti.com/lit/pdf/snvu485,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM5166EVM-CxxA.jpg,296-45471-ND,LM5166EVM-C50A,Texas Instruments,EVAL BOARD FOR LM5166,5,74,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","500mA","6V ~ 65V","Buck","100kHz","Fully Populated","Board(s)","LM5166"
http://www.ti.com/lit/pdf/snvu504,//media.digikey.com/photos/Texas%20Instr%20Photos/LM5161PWPBKEVM.JPG,296-46728-ND,LM5161PWPBKEVM,Texas Instruments,EVALUATION MODULE,5,47,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","12V","1A","15V ~ 80V","Buck","300kHz","Fully Populated","Board(s)","LM5161-Q1"
http://www.ti.com/lit/pdf/slvuak3,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS82140EVM-720.JPG,296-47151-ND,TPS82140EVM-720,Texas Instruments,EVAL BOARD FOR TPS82140,5,44,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V","2A","3V ~ 17V","Buck","2MHz","Fully Populated","Board(s)","TPS82140"
http://www.ti.com/lit/pdf/slvu100,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS61020EVM-025.JPG,296-18969-ND,TPS61020EVM-025,Texas Instruments,EVAL MODULE FOR TPS61020-025,4,41,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3.3V","1.5A","0.9V ~ 6.5V","Boost","-","Fully Populated","Board(s)","TPS61020"
http://www.ti.com/lit/pdf/snvu544,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM5166EVM-CxxA.jpg,296-45470-ND,LM5166EVM-C33A,Texas Instruments,EVAL BOARD FOR LM5166,4,57,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","500mA","4.5V ~ 65V","Buck","200kHz","Fully Populated","Board(s)","LM5166"
http://www.ti.com/lit/pdf/slvuai7,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS62135EVM-698.jpg,296-46841-ND,TPS62135EVM-698,Texas Instruments,EVALUATION MODULE,4,240,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V or 5V","4A","3V ~ 17V","Buck","2.5MHz","Fully Populated","Board(s)","TPS62135"
http://www.ti.com/lit/pdf/slvub52,-,296-49407-ND,TPS560430XFEVM,Texas Instruments,EVAL MODULE FOR TPS560430,4,0,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","600mA","4V ~ 36V","Buck","1.1MHz","Fully Populated","Board(s)","TPS560430"
http://www.ti.com/lit/pdf/slvube0,-,296-49408-ND,TPS61099EVM-023,Texas Instruments,EVAL MODULE FOR TPS61099,3,80,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3.6V","450mA","0.7V ~ 5.5V","Boost","-","Fully Populated","Board(s)","TPS610995"
http://www.ti.com/lit/pdf/slvu799,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS43061EVM-198.jpg,296-35785-ND,TPS43061EVM-198,Texas Instruments,MODULE EVAL FOR TPS43061-198,3,37,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","15V","2A","6V ~ 12.6V","Boost","750kHz","Fully Populated","Board(s)","TPS43061"
http://www.ti.com/lit/pdf/snvu506,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM27761EVM.JPG,296-44138-ND,LM27761EVM,Texas Instruments,REG CHARGE PUMP INVERTER EVAL BR,3,1,"50.88000","0","1","-","Active","DC/DC, Negative Inverter","1, Non-Isolated","-","-","250mA","2.7V ~ 5.5V","Inverting","2MHz","Fully Populated","Board(s)","LM27761"
http://www.ti.com/lit/pdf/snva063,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM2623EV%5ENOPB.JPG,LM2623EV/NOPB-ND,LM2623EV/NOPB,Texas Instruments,BOARD EVALUATION LM2623,2,2,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","2A","2.3V ~ 5.5V","Boost","Up to 2MHz","Fully Populated","Board(s)","LM2623"
http://www.ti.com/lit/pdf/slvuaf2,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS61088EVM-677.jpg,296-42603-ND,TPS61088EVM-677,Texas Instruments,EVAL MODULE TPS61088 SYNC BOOST,1,22,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","9V","3A","3V ~ 5V","Boost","600kHz","Fully Populated","Board(s)","TPS61088"
http://www.ti.com/lit/pdf/slvuag4,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS610981EVM-674.JPG,296-42604-ND,TPS610981EVM-674,Texas Instruments,EVAL MODULE TPS610981 CURR BOOST,2,35,"50.88000","0","1","-","Active","DC/DC, Step Up","2, Non-Isolated","-","3V, 3.3V","200mA, 200mA","0.7V ~ 4.5V","Boost","-","Fully Populated","Board(s)","TPS610981"
http://www.ti.com/lit/pdf/slvu253,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS61220EVM-319.jpg,296-31239-ND,TPS61220EVM-319,Texas Instruments,EVAL MODULE FOR TPS61220-319,1,41,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3.3V","-","0.7V ~ 5.5V","Boost","-","Fully Populated","Board(s)","TPS61220"
http://www.ti.com/lit/pdf/slvuaf5,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62743EVM-689.JPG,296-42606-ND,TPS62743EVM-689,Texas Instruments,EVAL MODULE TPS62743,1,59,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.2V ~ 3.3V","300mA","2V ~ 5.5V","Buck","1.2MHz","Fully Populated","Board(s)","TPS62743"
http://www.ti.com/lit/pdf/slvu437,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62130EVM-505.JPG,296-37063-ND,TPS62130EVM-505,Texas Instruments,EVAL MODULE FOR TPS62130-505,0,62,"50.88000","0","1","DCS-Control™","Active","DC/DC, Step Down","1, Non-Isolated","-","3.3V","3A","3.7V ~ 17V","Buck","-","Fully Populated","Board(s)","TPS62130"
http://www.ti.com/lit/pdf/slvu743,//media.digikey.com/Photos/Texas%20Instr%20Photos/TPS62175EVM-098.JPG,296-35489-ND,TPS62175EVM-098,Texas Instruments,MODULE EVAL BOARD TPS62175-098,0,45,"50.88000","0","1","DCS-Control™","Active","DC/DC, Step Down","1, Non-Isolated","-","3.33V","500mA","4.75V ~ 28V","Buck","1MHz","Fully Populated","Board(s)","TPS62175"
http://www.ti.com/lit/pdf/slvuak3,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82130EVM-720.jpg,296-44009-ND,TPS82130EVM-720,Texas Instruments,EVALUATION MODULE,0,126,"50.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","1.8V","3A","3V ~ 17V","Buck","-","Fully Populated","Board(s)","TPS82130"
http://www.ti.com/lit/pdf/snvu534,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_LM27762EVM.jpg,296-46722-ND,LM27762EVM,Texas Instruments,EVALUATION MODULE,0,25,"50.88000","0","1","-","Active","DC/DC, Step Up or Down with LDO","2, Non-Isolated","-","±1.8V ~ ±5.2V","250mA, 250mA","2.7V ~ 5.5V","Inverting","2MHz","Fully Populated","Board(s)","LM27762"
http://www.ti.com/lit/pdf/slvuam6,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS61089EVM-742.jpg,296-46832-ND,TPS61089EVM-742,Texas Instruments,EVALUATION MODULE,0,65,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","9V","7A","3V ~ 5V","Boost","-","Fully Populated","Board(s)","TPS61089"
http://www.ti.com/lit/pdf/slvuar2,//media.digikey.com/photos/Texas%20Instr%20Photos/TPS61099EVM-768.JPG,296-46834-ND,TPS61099EVM-768,Texas Instruments,EVALUATION MODULE,0,37,"50.88000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","5V","-","0.7V ~ 5.5V","Boost","-","Fully Populated","Board(s)","TPS61099"
https://www.analog.com/media/en/technical-documentation/user-guides/EVAL-ADP5090_UG-708.pdf,//media.digikey.com/Photos/Analog%20Devices%20Photos/ADP5090-1-EVALZ.jpg,ADP5090-1-EVALZ-ND,ADP5090-1-EVALZ,Analog Devices Inc.,EVAL BOARD SYNC BOOST DC REG,1,48,"61.86000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","3.5V","-","0.38V ~ 3.3V","Boost","-","Fully Populated","Board(s)","ADP5090"
http://www.linear.com/docs/59096,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2494A.JPG,DC2494A-ND,DC2494A,Linear Technology/Analog Devices,DEMO BOARD FOR LTM8063,0,0,"65.00000","0","1","µModule®","Active","DC/DC, Step Down","1, Non-Isolated","-","5V","2A","6.5V ~ 40V","Buck","1.4MHz","Fully Populated","Board(s)","LTM8063"
http://www.ti.com/lit/pdf/snva285,//media.digikey.com/Photos/Texas%20Instr%20Photos/LM5116-12EVAL%5ENOPB.JPG,LM5116-12EVAL/NOPB-ND,LM5116-12EVAL/NOPB,Texas Instruments,EVAL BOARD FOR LM5116-12,0,0,"77.88000","0","1","-","Active","DC/DC, Step Down","1, Non-Isolated","-","12V","5A","15V ~ 80V","Buck","250kHz","Fully Populated","Board(s)","LM5116"
http://www.linear.com/docs/44446,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2006A-B.jpg,DC2006A-B-ND,DC2006A-B,Linear Technology/Analog Devices,BOARD EVAL FOR LTC3862EUH,1,79,"125.00000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","120V","2A","6V ~ 36V","Boost","200kHz","Fully Populated","Board(s)","LTC3862-2"
http://www.linear.com/docs/58041,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2204B.JPG,DC2204B-ND,DC2204B,Linear Technology/Analog Devices,DEMO BRD LTM4675 LTM4676A LTM467,1,75,"125.00000","0","1","µModule®","Active","DC/DC Converter","7, Non-Isolated","-","0.7V, 0.85V, 0.9V, 0.95V, 1V, 1.2V, 1.5V","36A, 13A, 13A, 13A, 13A, 9A, 9A","4.5V ~ 15V","-","-","Fully Populated","Board(s)","LTC2974, LTM4620A, LTM4675, LTM4676A, LTM4677"
http://www.linear.com/docs/44106,//media.digikey.com/photos/Linear%20Tech%20Photos/DC2014A.JPG,DC2014A-ND,DC2014A,Linear Technology/Analog Devices,BOARD EVAL FOR LT8302ES8E,0,350,"125.00000","0","1","-","Active","DC/DC, Step Down","1, Isolated","-","5V","2.2A","10V ~ 30V","Flyback","345kHz","Fully Populated","Board(s)","LT8302"
http://www.linear.com/docs/52658,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2354A.JPG,DC2354A-ND,DC2354A,Linear Technology/Analog Devices,EVAL BOARD FOR LTC7149,1,239,"150.00000","0","1","-","Active","DC/DC, Negative Inverter","1, Non-Isolated","-","-3.3V or -5V","4A","3.5V ~ 55V","Inverting","500kHz","Fully Populated","Board(s)","LTC7149"
http://www.linear.com/docs/55652,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2355A.jpg,DC2355A-ND,DC2355A,Linear Technology/Analog Devices,DEMO BOARD FOR LTC3130EUD,1,154,"150.00000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","5V","600mA","2.4V ~ 25V","Buck-Boost","-","Fully Populated","Board(s)","LTC3130"
http://www.linear.com/docs/46631,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC1547B.jpg,DC1547B-ND,DC1547B,Linear Technology/Analog Devices,DEMO BOARD BOOST LT3757EDD VER B,6,114,"150.00000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","12V","1.5A","3.1V ~ 9V","Boost","400kHz","Fully Populated","Board(s)","LT3757"
http://www.linear.com/docs/52881,//media.digikey.com/Photos/Linear%20Tech%20Photos/DC2393A.JPG,DC2393A-ND,DC2393A,Linear Technology/Analog Devices,EVAL BOARD FOR LT8304,3,98,"150.00000","0","1","-","Active","DC/DC Converter","1, Isolated","-","5V","4.2A","18V ~ 72V","Flyback","11kHz","Fully Populated","Board(s)","LT8304"
http://www.linear.com/docs/39050,//media.digikey.com/photos/Analog%20Devices%20Photos/MFG_DC1641A.jpg,DC1641A-ND,DC1641A,Linear Technology/Analog Devices,BOARD DEMO FOR LTC3786 MS16E,0,49,"169.32000","0","1","-","Active","DC/DC, Step Up","1, Non-Isolated","-","24V","5A","5V ~ 24V","Boost","350kHz","Fully Populated","Board(s)","LTC3786"
http://www.linear.com/docs/47042,//media.digikey.com/Photos/Linear%20Tech%20Photos/MFG_DC2343A.jpg,DC2343A-ND,DC2343A,Linear Technology/Analog Devices,EVAL BOARD FOR LTC3335,1,43,"175.00000","0","1","-","Active","DC/DC, Step Up or Down","1, Non-Isolated","-","3.3V","15mA","1.8V ~ 5.5V","Buck-Boost","-","Fully Populated","Board(s)","LTC3335"
http://www.onsemi.com/pub/Collateral/NCP1654-D.PDF,//media.digikey.com/Photos/On%20Semi%20Photos/NCP1654PFCGEVB.jpg,NCP1654PFCGEVBOS-ND,NCP1654PFCGEVB,ON Semiconductor,EVAL BOARD FOR NCP1654PFCG,0,0,"175.00000","0","1","-","Active","AC/DC, Secondary Side","1, Non-Isolated","-","378V ~ 401V","-","85 ~ 230 VAC, 15V","Boost","65kHz","Fully Populated","Board(s)","NCP1654"
